1656920339110,BTCUSDT,19106.22000000,0.00740000,false
1656920339213,ETHUSDT,1049.18000000,1.00000000,true
1656920339259,BTCUSDT,19106.22000000,0.05110000,false
1656920339931,BTCUSDT,19106.21000000,0.00173000,true
1656920339944,BTCUSDT,19106.21000000,0.00338000,true
1656920339957,ETHUSDT,1049.19000000,0.06870000,false
1656920339961,ETHUSDT,1049.19000000,0.08750000,false
1656920339961,BTCUSDT,19106.22000000,0.00206000,false
1656920339964,BTCUSDT,19106.22000000,0.00085000,false
1656920339965,ETHUSDT,1049.18000000,0.08090000,true
1656920339966,ETHUSDT,1049.19000000,0.01280000,false
1656920339968,ETHUSDT,1049.18000000,0.01130000,true
1656920339968,BTCUSDT,19106.21000000,0.00415000,true
1656920339968,ETHUSDT,1049.18000000,0.06040000,true
1656920339968,BTCUSDT,19106.21000000,0.00153000,true
1656920339971,BTCUSDT,19106.21000000,0.00199000,true
1656920339971,ETHUSDT,1049.19000000,0.07380000,false
1656920339972,BTCUSDT,19106.21000000,0.00196000,true
1656920339972,BTCUSDT,19106.22000000,0.00101000,false
1656920339972,BTCUSDT,19106.22000000,0.00104000,false
1656920339974,BTCUSDT,19106.22000000,0.00136000,false
1656920339976,BTCUSDT,19106.21000000,0.00104000,true
1656920339976,BTCUSDT,19106.22000000,0.00260000,false
1656920339980,BTCUSDT,19106.22000000,0.00127000,false
1656920339984,ETHUSDT,1049.19000000,0.09050000,false
1656920339984,BTCUSDT,19106.22000000,0.00250000,false
1656920339986,ETHUSDT,1049.19000000,0.06070000,false
1656920339986,BTCUSDT,19106.22000000,0.00111000,false
1656920339986,ETHUSDT,1049.19000000,0.01080000,false
1656920339987,BTCUSDT,19106.22000000,0.00232000,false
1656920339988,BTCUSDT,19106.22000000,0.00071000,false
1656920339989,ETHUSDT,1049.18000000,0.06480000,true
1656920339990,BTCUSDT,19106.22000000,0.00169000,false
1656920339990,BTCUSDT,19106.21000000,0.00125000,true
1656920339990,BTCUSDT,19106.22000000,0.00106000,false
1656920339990,BTCUSDT,19106.22000000,0.00312000,false
1656920339991,ETHUSDT,1049.19000000,0.02010000,false
1656920339991,BTCUSDT,19106.22000000,0.00096000,false
1656920339991,BTCUSDT,19106.22000000,0.00471000,false
1656920339993,BTCUSDT,19106.21000000,0.00084000,true
1656920339994,ETHUSDT,1049.19000000,0.04630000,false
1656920339994,BTCUSDT,19106.21000000,0.00064000,true
1656920339994,BTCUSDT,19106.21000000,0.00082000,true
1656920339995,BTCUSDT,19106.21000000,0.00134000,true
1656920339996,ETHUSDT,1049.18000000,0.03840000,true
1656920339996,BTCUSDT,19106.22000000,0.00083000,false
1656920339997,BTCUSDT,19106.22000000,0.00085000,false
1656920339999,ETHUSDT,1049.19000000,0.01270000,false
1656920340002,BTCUSDT,19106.21000000,0.00349000,true
1656920340002,BTCUSDT,19106.22000000,0.00122000,false
1656920340003,BTCUSDT,19106.21000000,0.00101000,true
1656920340003,BTCUSDT,19106.21000000,0.00111000,true
1656920340003,ETHUSDT,1049.18000000,0.06180000,true
1656920340004,BTCUSDT,19106.21000000,0.00301000,true
1656920340005,BTCUSDT,19106.22000000,0.00115000,false
1656920340007,BTCUSDT,19106.21000000,0.00086000,true
1656920340007,BTCUSDT,19106.21000000,0.56590000,true
1656920340007,BTCUSDT,19106.21000000,0.22119000,true
1656920340007,BTCUSDT,19106.21000000,0.01000000,true
1656920340007,BTCUSDT,19106.21000000,0.00068000,true
1656920340007,BTCUSDT,19106.21000000,0.20000000,true
1656920340007,BTCUSDT,19106.21000000,0.00469000,true
1656920340007,BTCUSDT,19106.20000000,0.01954000,true
1656920340007,BTCUSDT,19106.17000000,0.01557000,true
1656920340007,BTCUSDT,19106.09000000,0.27692000,true
1656920340007,BTCUSDT,19106.06000000,0.00224000,true
1656920340007,BTCUSDT,19105.76000000,0.02014000,true
1656920340007,BTCUSDT,19105.74000000,0.00714000,true
1656920340007,BTCUSDT,19105.74000000,0.00409000,true
1656920340007,BTCUSDT,19105.73000000,0.38466000,true
1656920340007,BTCUSDT,19105.73000000,0.00994000,true
1656920340007,BTCUSDT,19105.73000000,0.00630000,true
1656920340007,BTCUSDT,19105.72000000,0.00120000,true
1656920340007,BTCUSDT,19105.72000000,0.01392000,true
1656920340007,BTCUSDT,19105.71000000,0.00497000,true
1656920340007,BTCUSDT,19105.71000000,0.00197000,true
1656920340007,BTCUSDT,19105.69000000,0.00251000,true
1656920340007,BTCUSDT,19105.66000000,0.02727000,true
1656920340007,BTCUSDT,19105.64000000,0.02291000,true
1656920340007,BTCUSDT,19105.63000000,0.04177000,true
1656920340007,BTCUSDT,19105.62000000,0.00556000,true
1656920340007,BTCUSDT,19105.60000000,0.01430000,true
1656920340007,BTCUSDT,19105.60000000,0.01310000,true
1656920340007,BTCUSDT,19105.60000000,0.01757000,true
1656920340007,BTCUSDT,19105.59000000,0.01404000,true
1656920340007,BTCUSDT,19105.59000000,0.00449000,true
1656920340007,BTCUSDT,19105.48000000,0.00054000,true
1656920340007,BTCUSDT,19105.40000000,0.00865000,true
1656920340007,BTCUSDT,19105.36000000,0.00210000,true
1656920340007,BTCUSDT,19105.27000000,0.01015000,true
1656920340007,BTCUSDT,19105.25000000,0.04398000,true
1656920340008,BTCUSDT,19106.18000000,0.00296000,false
1656920340008,BTCUSDT,19105.25000000,0.00064000,true
1656920340008,BTCUSDT,19106.18000000,0.00251000,false
1656920340010,BTCUSDT,19105.25000000,0.00179000,true
1656920340011,BTCUSDT,19106.17000000,0.00097000,false
